359 428 535 1617 2848 
urban 0 0 1 1 0 
2,467,000 0 0 0 0 2 
federal' 0 0 0 2 0 
90-1/2 0 0 0 2 0 
bracho 2 0 0 0 0 
guilbaud 0 0 0 0 2 
miss. 0 0 0 2 0 
torrenti 0 2 0 0 0 
137.1 0 0 0 0 2 
incumb 0 0 1 1 0 
portugus 0 0 0 2 0 
fnsea 0 2 0 0 0 
long-tim 0 0 2 0 0 
td 0 0 0 0 2 
4.22 1 0 0 0 1 
ind 0 0 0 2 0 
36,581 0 2 0 0 0 
unseat 0 0 0 2 0 
non-report 2 0 0 0 0 
534 0 1 0 1 0 
868,000 0 0 0 0 2 
stun 0 0 2 0 0 
ekr 0 0 0 0 2 
gto 0 0 0 0 2 
2,900 0 0 0 0 2 
hefti 0 0 1 0 1 
titanium 0 0 0 2 0 
18.60 1 0 0 0 1 
548.76 0 2 0 0 0 
8,013,000 0 0 0 0 2 
104.9 0 0 0 0 2 
mccl 0 0 0 0 2 
idaho 0 0 0 1 1 
alld.l 0 0 0 2 0 
14,070 0 2 0 0 0 
639,000 0 0 0 0 2 
1,162,000 0 0 0 0 2 
tobago 1 0 0 0 1 
eri 0 1 0 0 1 
manni 0 0 0 0 2 
elkhorn 0 0 0 2 0 
estate-rel 0 0 0 1 1 
790 0 1 0 0 1 
offeror 0 1 0 1 0 
96.0 0 0 0 0 2 
kullberg 0 0 2 0 0 
t.c. 0 0 0 0 2 
4,679,000 0 0 0 0 2 
dash 0 0 2 0 0 
burma' 0 2 0 0 0 
cypm 0 0 0 1 1 
colgate-palmol 0 0 0 0 2 
vincent 0 0 2 0 0 
srv 0 0 0 0 2 
dive 2 0 0 0 0 
ten-year 0 1 0 1 0 
jnsv 0 0 0 2 0 
rideshar 0 0 0 0 2 
unfr 0 0 0 0 2 
bwrlf 0 0 0 2 0 
baie 0 0 0 2 0 
12.125 0 0 0 2 0 
canon 0 0 0 0 2 
170,866 0 0 0 0 2 
icx 0 0 0 2 0 
kingstown 0 0 0 2 0 
ariz 0 0 0 2 0 
120.3 0 0 0 0 2 
finanziaria 0 0 0 2 0 
bulli 0 0 0 2 0 
16.99 0 0 1 1 0 
explicitli 1 1 0 0 0 
3,900,000 0 0 0 0 2 
nestle' 0 0 0 1 1 
140.8 0 0 0 0 2 
fasb 0 0 0 0 2 
249,000 0 0 0 0 2 
beaumont 0 0 0 2 0 
tlam 0 0 0 1 1 
16.75 2 0 0 0 0 
enzo 0 0 0 0 2 
remsperg 0 0 2 0 0 
.067 0 0 0 0 2 
sand' 0 0 0 0 2 
reposit 0 0 0 1 1 
backer 0 0 0 2 0 
53.4 0 0 0 0 2 
adler 0 0 0 0 2 
gelch 0 0 0 2 0 
wherea 0 0 1 1 0 
lasl.l 0 0 0 0 2 
flour-bas 0 0 0 2 0 
transplant 0 1 0 1 0 
trafalgar 1 0 0 1 0 
carmak 0 0 0 0 2 
1,076,000 0 0 0 0 2 
372 0 0 1 0 1 
116,000 0 1 0 1 0 
state-chart 0 0 0 2 0 
nv. 0 0 0 0 2 
phlcorp 0 0 0 0 2 
sl 0 0 0 0 2 
1,293,000 0 0 0 0 2 
gca 0 0 0 0 2 
kuala 0 2 0 0 0 
3,661,565 0 0 0 0 2 
resorts' 0 0 0 2 0 
24.8p 0 0 0 0 2 
1,430 0 0 0 2 0 
3,491,030 0 0 0 2 0 
1,350,000 0 0 0 0 2 
suleiman 2 0 0 0 0 
127 0 1 0 0 1 
vastli 0 0 1 0 1 
buckhannon 0 0 0 2 0 
imf' 0 0 2 0 0 
stockton 0 2 0 0 0 
rafidain 0 0 0 0 2 
unlaw 0 1 0 1 0 
shrinkag 0 0 0 0 2 
73.0 0 0 0 0 2 
milex 0 0 0 2 0 
plainwel 0 0 0 2 0 
1,506,000 0 0 0 1 1 
crd 0 0 0 0 2 
hoenemey 0 0 0 2 0 
146.30 0 0 2 0 0 
ingal 0 0 0 2 0 
329 0 0 0 0 2 
62.7 0 0 0 0 2 
uae' 0 0 2 0 0 
3.48 0 0 0 0 2 
775 0 0 1 0 1 
rydin 0 0 0 2 0 
cpsa 0 0 0 1 1 
15-3/4 0 0 0 2 0 
midafternoon 0 0 0 1 1 
ldbc 0 0 0 1 1 
clean-up 0 0 0 0 2 
crandal 2 0 0 0 0 
qbio 0 0 0 2 0 
chinese-built 2 0 0 0 0 
helig-mey 0 0 0 0 2 
1984' 1 0 1 0 0 
overhang 0 0 0 2 0 
1,642,000 0 0 0 0 2 
transcapit 0 0 0 2 0 
analys 0 1 1 0 0 
142,000 0 0 0 0 2 
89.7 0 0 0 0 2 
cir 0 0 0 1 1 
din 1 0 0 0 1 
pacific' 1 0 0 1 0 
truli 0 0 0 2 0 
313 0 0 0 1 1 
all-suit 0 0 0 0 2 
mcgrath 0 0 0 0 2 
sell-off 0 0 1 1 0 
dick 0 0 1 1 0 
3,606,000 0 0 0 0 2 
medical' 0 0 0 2 0 
respecitv 0 0 0 0 2 
porl.l 0 0 0 0 2 
79.6 0 0 0 1 1 
synalloy 0 0 0 2 0 
479.7 0 1 0 0 1 
southfield 0 0 0 1 1 
12.42 1 0 0 0 1 
hook 2 0 0 0 0 
qrah 0 0 0 0 2 
140.3 0 0 0 0 2 
omiss 0 0 0 0 2 
975 0 0 0 1 1 
breeder 0 0 0 2 0 
38.01 0 0 0 0 2 
baldwin 0 0 1 1 0 
3,053,000 0 0 0 0 2 
prefix 0 2 0 0 0 
genuin 0 0 2 0 0 
adminstration' 2 0 0 0 0 
al-salim 2 0 0 0 0 
hkld.hk 0 0 0 1 1 
ware 0 0 0 2 0 
er 0 1 0 1 0 
63.8 0 0 0 1 1 
6.15 0 0 0 2 0 
stvtf 0 0 0 0 2 
monfort' 0 0 0 2 0 
1,741,437 0 0 0 0 2 
agnc 0 0 0 0 2 
synthetech 0 0 0 2 0 
cts; 0 0 0 0 2 
furor 0 0 0 2 0 
scat 0 0 0 0 2 
545 0 0 2 0 0 
89.1 0 0 0 0 2 
fsi 0 0 0 1 1 
117.2 0 0 0 0 2 
traders' 0 2 0 0 0 
uehara 0 0 2 0 0 
220.3 0 0 0 0 2 
beckett 0 0 0 0 2 
race 0 0 0 1 1 
10-3/4 0 0 1 1 0 
406,000 0 0 0 0 2 
qtlri 0 0 0 0 2 
herebi 1 0 0 1 0 
supplementari 0 0 0 0 2 
7,730,000 0 0 0 0 2 
105.79 0 0 0 0 2 
25th 2 0 0 0 0 
2,437,914 0 0 0 0 2 
106.8 0 0 0 0 2 
7,299,000 0 0 0 0 2 
208.8 0 0 0 0 2 
178.2 0 0 0 2 0 
equa 0 0 0 0 2 
219.7 0 0 0 0 2 
104,129 0 0 0 0 2 
7,854,000 0 0 0 0 2 
mob.n 2 0 0 0 0 
6,486,000 0 0 0 0 2 
145.25 0 0 2 0 0 
pvi 0 0 0 1 1 
ammonia 1 0 0 0 1 
winnebago 0 0 0 1 1 
dollar-denomin 0 1 0 0 1 
agrianalysi 0 2 0 0 0 
upt 0 0 0 0 2 
rockefel 0 0 0 0 2 
78.93 0 0 0 0 2 
1.5-2.0 0 0 2 0 0 
caldwel 0 0 2 0 0 
half-heart 0 0 2 0 0 
solmec 0 0 0 2 0 
metallurg 0 0 0 2 0 
manoeuvr 0 1 1 0 0 
eskimo 2 0 0 0 0 
co-own 0 0 0 0 2 
fluorocarbon 0 0 0 0 2 
deadlock 0 0 0 1 1 
sh 0 0 0 1 1 
prsg.f 0 0 0 1 1 
catapult 0 0 0 2 0 
273.9 0 0 0 0 2 
zirconium 0 0 0 2 0 
256,000 0 0 0 0 2 
14.30 2 0 0 0 0 
publica 0 2 0 0 0 
273 0 0 0 0 2 
ugo 0 0 0 2 0 
9.10 1 0 0 0 1 
dutch-bas 0 0 0 2 0 
281,000 0 0 0 0 2 
wii 0 0 0 0 2 
warwick 0 0 0 1 1 
7-1/8 1 0 0 1 0 
joule' 0 0 0 0 2 
japan-bas 0 0 0 2 0 
champlin' 2 0 0 0 0 
8-k 0 0 0 1 1 
4.55 0 0 0 0 2 
mackintosh 0 0 0 0 2 
1,376,000 0 0 0 0 2 
24.00 0 0 0 1 1 
maekawa' 0 0 2 0 0 
ash 0 0 0 1 1 
sturm 0 0 0 2 0 
1,847,560 0 0 0 0 2 
zealand' 0 0 0 1 1 
419,000 0 0 0 0 2 
frenzi 0 0 0 2 0 
1,528,000 0 0 0 0 2 
1,136,785 0 0 0 0 2 
beginn 0 1 0 1 0 
rlifa 0 0 0 0 2 
kendal 0 0 0 0 2 
merx 0 0 0 0 2 
inti 0 0 0 2 0 
wae 0 0 0 0 2 
new-found 1 0 1 0 0 
vishay 0 0 0 0 2 
39.2 0 0 0 0 2 
4,551,105 0 0 0 0 2 
wit 0 0 1 0 1 
211.7 0 0 0 0 2 
spk 0 2 0 0 0 
35.0p 0 0 0 0 2 
9,683,392 0 0 0 0 2 
mckinnon 0 0 0 0 2 
leagu 0 0 0 2 0 
well' 2 0 0 0 0 
babk.l 0 0 0 0 2 
deerfield 0 0 0 1 1 
needham 0 0 0 1 1 
8.38 2 0 0 0 0 
5,010,000 0 0 0 0 2 
1,593,000 0 0 0 0 2 
57.3 0 0 0 0 2 
bofor 0 0 0 2 0 
6.29 0 0 1 0 1 
stave 0 0 2 0 0 
art's-way 0 0 0 0 2 
anti-infl 1 0 1 0 0 
4.07 2 0 0 0 0 
5,940,000 0 0 0 0 2 
153.70 0 0 2 0 0 
pln 1 0 0 0 1 
bkne 0 0 0 1 1 
904,000 0 0 0 0 2 
412,000 0 0 0 2 0 
third-parti 0 0 0 0 2 
grx 0 0 0 1 1 
canari 0 2 0 0 0 
189,683 0 0 0 0 2 
7.65 0 0 1 0 1 
rhone-poulenc 0 0 0 2 0 
seibel 0 0 0 2 0 
ahlsel 0 0 0 0 2 
439 1 0 0 1 0 
4.16 0 0 0 0 2 
hi-shear 0 0 0 0 2 
states' 1 0 0 0 1 
pertamina' 2 0 0 0 0 
societa 0 0 0 2 0 
cayman 0 0 0 2 0 
20/may 0 2 0 0 0 
34.8p 0 0 0 0 2 
71.1 0 0 0 1 1 
242p 0 0 0 0 2 
minatom 2 0 0 0 0 
2,194,000 0 0 0 0 2 
2,041,000 0 0 0 0 2 
209.3 0 0 0 0 2 
343,000 0 0 0 0 2 
quarter-end 0 0 1 0 1 
1,325,755 0 0 0 0 2 
1,838,294 0 0 0 0 2 
antc 0 0 0 0 2 
e.a. 0 0 0 0 2 
motel 0 0 0 0 2 
billon 0 0 2 0 0 
frigat 2 0 0 0 0 
harrington 2 0 0 0 0 
akbar 2 0 0 0 0 
double-digit 0 0 0 1 1 
bauer 0 0 0 2 0 
72.9 0 0 0 0 2 
longuet 0 0 0 2 0 
venn.a 0 0 0 2 0 
629,000 0 0 0 0 2 
ninth 0 0 0 2 0 
3,954,000 0 0 0 0 2 
melt 0 2 0 0 0 
shanxi 0 2 0 0 0 
york-area 0 0 0 2 0 
voter 0 0 2 0 0 
2,000,000 0 0 0 0 2 
edson 1 0 0 1 0 
stanadyn 0 0 0 2 0 
cfix 0 0 0 0 2 
cjn 0 0 0 2 0 
financier' 0 0 0 2 0 
specially-cr 0 0 0 2 0 
quicker 0 0 0 1 1 
16.04 2 0 0 0 0 
56,885,000 0 2 0 0 0 
low-pow 0 0 0 1 1 
thl 0 0 0 0 2 
1,248,000 0 0 0 0 2 
wro 0 0 0 1 1 
woodward 0 0 0 2 0 
13,417 0 2 0 0 0 
glgvf 0 0 0 0 2 
ptmi 0 0 0 0 2 
5,760 1 0 0 0 1 
742 0 0 0 1 1 
29-mar-1987 2 0 0 0 0 
correl 0 1 0 1 0 
7.0p 0 0 0 0 2 
safecard 0 0 0 0 2 
void 1 0 0 1 0 
145.20/30 0 0 2 0 0 
grit 0 0 2 0 0 
saito' 0 0 2 0 0 
esc 0 0 0 1 1 
calend 1 0 0 0 1 
gw 0 0 0 1 1 
4,879,000 0 0 0 0 2 
1,193,000 0 0 0 0 2 
515 0 1 0 0 1 
bryn 0 0 0 0 2 
1,766,000 0 0 0 0 2 
raini 0 2 0 0 0 
subsystem 0 0 0 2 0 
112.9 0 0 0 0 2 
142.4 0 0 0 0 2 
3,998,000 0 0 0 0 2 
qant 0 0 0 0 2 
paus 0 0 2 0 0 
278.8 0 0 0 0 2 
annoy 0 0 2 0 0 
rollback 0 1 0 0 1 
thyssen' 0 0 0 0 2 
1,480,000 0 0 0 0 2 
haffenden 0 0 0 2 0 
9,530,000 0 0 0 0 1 
14.90 0 0 0 0 1 
4,246,000 0 0 0 0 1 
223.5 0 0 0 0 1 
3,454,000 0 0 0 0 1 
4,862,499 0 0 0 0 1 
voice-activ 0 0 0 0 1 
buoy-load 1 0 0 0 0 
4,548,000 0 0 0 0 1 
religi 0 0 0 1 0 
particulartli 1 0 0 0 0 
8,300,000 0 0 0 0 1 
653,464 0 0 0 0 1 
6,974,554 0 0 0 0 1 
snowfal 0 1 0 0 0 
44-3/8 0 0 0 1 0 
disproportion 0 0 0 1 0 
hogi 0 0 0 1 0 
4,712,315 0 0 0 0 1 
vboic 0 0 0 1 0 
non-residenti 0 0 0 1 0 
cnsecut 0 1 0 0 0 
274 0 0 0 0 1 
4,977,818 0 0 0 0 1 
tet.n 1 0 0 0 0 
112,713 0 0 0 0 1 
whack 0 0 0 1 0 
94,720 0 0 1 0 0 
non-japanes 0 0 0 1 0 
semiannu 0 0 0 0 1 
830.4 0 0 0 0 1 
6,375,000 0 0 0 0 1 
982.5 0 0 0 1 0 
188.9 0 0 0 0 1 
pre-fin 1 0 0 0 0 
chester 0 0 0 1 0 
42-7/8 0 0 0 1 0 
miscellan 0 1 0 0 0 
ostrand 0 0 0 1 0 
lana 0 0 0 0 1 
boersen-zeitung 0 0 0 0 1 
gramm' 0 0 1 0 0 
graem 0 0 0 0 1 
glp 0 0 0 0 1 
2,843 0 0 0 0 1 
puat 0 0 0 1 0 
vhi 0 0 0 0 1 
2,939,619 0 0 0 0 1 
1,915 1 0 0 0 0 
8,736,000 0 0 0 0 1 
dli 0 0 0 0 1 
horwath 0 0 0 0 1 
3,250,000 0 0 0 0 1 
engineers' 0 0 0 0 1 
148.65 0 0 1 0 0 
25,667,000 0 0 0 0 1 
2,525,000 0 0 0 0 1 
737,917 0 0 0 0 1 
metallgesellschaft' 0 0 0 1 0 
511.0 0 0 0 0 1 
hovis' 0 0 0 1 0 
2,382,000 0 0 0 0 1 
360.5 0 0 0 0 1 
423,659 1 0 0 0 0 
colc 0 0 0 1 0 
vanc 0 0 0 0 1 
558,000 0 0 0 0 1 
151.6 0 0 0 0 1 
2,754,258 0 0 0 0 1 
764,177 0 0 0 0 1 
warenhandelsgesellschaft 0 0 0 0 1 
895 0 0 0 0 1 
meyers' 0 0 0 1 0 
25-year-old 0 0 1 0 0 
farther 0 0 0 1 0 
31,867,658 0 0 0 0 1 
interarab 0 0 1 0 0 
cda 0 0 0 1 0 
ain 0 0 0 0 1 
-micropro 0 0 0 0 1 
8,270,947 0 0 0 0 1 
3,016,000 0 0 0 0 1 
1,422,000 0 0 0 0 1 
7.645 0 0 0 0 1 
irrespect 0 1 0 0 0 
7.42 0 0 0 0 1 
1.353/67 0 0 1 0 0 
hypothekenbank 0 0 0 0 1 
walywn 0 0 0 0 1 
243,400-share 0 0 0 1 0 
3,527,000 0 0 0 0 1 
un 0 0 0 1 0 
205.3 0 0 0 0 1 
6,720,000 0 0 0 0 1 
anti-vir 0 0 0 1 0 
480,450 0 1 0 0 0 
havew 0 0 0 1 0 
prosz 0 0 0 0 1 
7,521,643 0 0 0 1 0 
paydown 0 0 0 0 1 
mysteri 0 0 0 1 0 
racquet 0 0 0 1 0 
5,391,666 0 0 0 0 1 
debt-laden 0 0 0 1 0 
air' 0 0 0 0 1 
7,148,000 0 0 0 0 1 
reopend 0 0 0 1 0 
2,496,000 0 0 0 0 1 
1,671,000 0 0 0 0 1 
39,169 0 0 0 0 1 
5,652,000 0 0 0 0 1 
post-clos 0 0 0 1 0 
720,500 0 0 0 0 1 
kreir 1 0 0 0 0 
917,000 0 0 0 0 1 
107.71 0 0 0 0 1 
604,000-share 0 0 0 1 0 
ehp 0 0 0 0 1 
148.20/30 0 0 1 0 0 
alameda 0 0 0 1 0 
a-3 0 0 0 1 0 
tunnel 0 0 0 1 0 
64.77 0 0 0 0 1 
fiat 0 0 0 0 1 
hayman 0 0 0 1 0 
zuyuan 0 1 0 0 0 
rcmt 0 0 0 0 1 
feisti 0 0 0 1 0 
ovest 0 0 0 1 0 
12,638,000 0 0 0 0 1 
1,838,000 0 0 0 0 1 
comnon 0 1 0 0 0 
2.969 0 0 1 0 0 
3,374,000 0 0 0 0 1 
540,000 0 0 0 0 1 
247,0000 0 0 0 0 1 
kri 0 0 0 1 0 
119.7 0 0 0 0 1 
1,150,633 0 0 0 0 1 
grinder 0 0 0 1 0 
51/2 0 1 0 0 0 
wgl 0 0 0 0 1 
40-1/4 0 0 0 1 0 
3,409,000 0 0 0 0 1 
4,278,055 0 0 0 0 1 
bridgewat 0 0 0 0 1 
152.49 0 0 0 1 0 
1,840,000 0 0 0 0 1 
788.73 0 0 0 0 1 
almi 0 0 0 0 1 
design-engin 0 0 0 1 0 
companion 0 0 0 1 0 
1,211 0 0 0 0 1 
1,113,000 0 0 0 0 1 
24-1/8 0 0 0 1 0 
324p 0 0 0 1 0 
287.5 0 0 0 0 1 
respiratori 0 0 0 1 0 
1,650,657 0 0 0 0 1 
1,275,000 0 0 0 0 1 
viciou 0 0 1 0 0 
lpfa 0 1 0 0 0 
1,673,960 0 0 0 0 1 
detach 0 0 0 1 0 
3,240,000 0 0 0 0 1 
gestion 0 0 0 1 0 
mental 0 0 1 0 0 
4,925,000 0 0 0 0 1 
patient-readi 0 0 0 1 0 
2,481,784 0 0 0 0 1 
lio 0 0 0 0 1 
cwtr 0 0 0 1 0 
3,094,000 0 0 0 0 1 
saddlebrook 0 0 0 1 0 
3,937,000 0 0 0 0 1 
9,980,000 0 0 0 0 1 
7,054,709 0 0 0 0 1 
1-march 0 1 0 0 0 
750,856 0 0 0 0 1 
hypothecair 0 0 1 0 0 
792,000 0 0 0 0 1 
chemistri 0 0 0 0 1 
497,160 0 0 0 0 1 
dio 0 0 0 0 1 
substantit 0 0 0 0 1 
internm 0 0 0 0 1 
87,449 0 0 0 0 1 
11,489,000 0 0 0 0 1 
non-tariff 0 1 0 0 0 
alfin 0 0 0 0 1 
140.7 0 0 0 0 1 
6,875,706 0 0 0 0 1 
1.019 0 0 0 0 1 
duk 0 0 0 0 1 
89.5 0 0 0 0 1 
sushi 0 0 1 0 0 
171.6 0 0 0 0 1 
flucuat 0 0 1 0 0 
53,351 0 1 0 0 0 
strb 0 0 0 0 1 
938,345 0 0 0 0 1 
bancario 0 0 0 1 0 
wednesday' 0 1 0 0 0 
offtak 0 0 0 0 1 
3,398,893 0 0 0 0 1 
12.70 0 0 0 0 1 
890,000 0 1 0 0 0 
schl 0 0 0 0 1 
2,160,717 0 0 0 0 1 
ckp 0 0 0 1 0 
108.6 0 0 0 0 1 
bair 0 0 0 0 1 
12.84 0 0 0 0 1 
572 0 0 1 0 0 
peg-uricas 0 0 0 1 0 
3.00 1 0 0 0 0 
4,394,000 0 0 0 0 1 
18,800 0 1 0 0 0 
mossel 1 0 0 0 0 
18.94 1 0 0 0 0 
199.6 0 0 0 0 1 
7,114,000 0 0 0 0 1 
exaia 0 0 0 1 0 
seal' 0 0 0 1 0 
watchmak 0 0 0 1 0 
uvc 0 0 0 0 1 
2,184,000 0 0 0 0 1 
tlci 0 0 0 1 0 
6,340,000 0 0 0 0 1 
conosolid 0 0 0 0 1 
dlrunti 1 0 0 0 0 
7,256,000 0 0 0 0 1 
shareholdersapprov 0 0 0 0 1 
vit 0 0 0 0 1 
jakarta: 0 1 0 0 0 
inhibit 0 0 0 1 0 
112.2 0 0 0 0 1 
provision' 0 0 0 0 1 
inpati 0 0 0 1 0 
220.9 0 0 0 0 1 
328,112 0 0 0 0 1 
33.57 0 0 0 1 0 
3,914,000 0 0 0 0 1 
99.48438 0 0 1 0 0 
24p 0 0 0 0 1 
systems' 0 0 0 1 0 
lt 1 0 0 0 0 
3,006,372 0 0 0 0 1 
kong-bas 0 0 0 1 0 
862.0 0 0 0 0 1 
347.3 0 0 0 0 1 
post-recapit 0 0 0 0 1 
wellcom 0 0 0 0 1 
dashwood 0 0 0 1 0 
publicly-own 0 0 0 1 0 
spurt 0 1 0 0 0 
264,650 0 1 0 0 0 
8,400,000 0 0 0 0 1 
voutilainen 0 0 0 0 1 
700-acr 1 0 0 0 0 
dellsher 0 0 1 0 0 
1,710,256 0 0 0 0 1 
604,996 0 0 0 0 1 
207.7 0 0 0 1 0 
229,463 0 0 0 1 0 
paranoia 0 0 1 0 0 
3,079,516 0 0 0 0 1 
1320 0 0 0 0 1 
waynesboro 0 0 0 0 1 
durenberg 0 1 0 0 0 
corrected-hecla 0 0 0 1 0 
4,800 0 0 0 0 1 
icco 0 1 0 0 0 
29,735,000 0 0 0 0 1 
93.42 0 1 0 0 0 
seagat 0 0 0 0 1 
froday 0 0 0 1 0 
bsim 0 0 0 0 1 
3,727,063 0 0 0 0 1 
1,960,319 0 0 0 0 1 
6.000 0 1 0 0 0 
rhone 0 0 0 1 0 
croni 0 0 0 1 0 
asscess 0 0 0 1 0 
60.22 0 1 0 0 0 
269.4 0 0 0 0 1 
dtom 0 0 0 0 1 
769,539 0 0 0 0 1 
187.0 0 0 0 0 1 
devtek 0 0 0 0 1 
slot 0 0 0 1 0 
3,650,322 0 0 0 0 1 
scottsboro 0 0 0 1 0 
8,934 0 0 0 0 1 
131.50 1 0 0 0 0 
1,761,000 0 0 0 0 1 
scom 0 0 0 0 1 
krelitz 0 0 0 0 1 
3,244,000 0 0 0 0 1 
135.0 0 0 0 0 1 
sixti 0 1 0 0 0 
3,894,000 0 0 0 0 1 
1,445,275 0 0 0 0 1 
1,910,063 0 0 0 0 1 
944,330 0 0 0 0 1 
californai 0 0 0 1 0 
9,755,000 0 0 0 0 1 
gome 1 0 0 0 0 
210,120 0 0 0 0 1 
1,152,000 0 0 0 0 1 
336,097 0 1 0 0 0 
inestim 0 0 0 0 1 
5,299,000 0 0 0 0 1 
priolo 1 0 0 0 0 
317.5 0 0 0 0 1 
359 0 0 0 0 1 
n.s.w. 0 1 0 0 0 
philippine' 0 0 0 1 0 
texstar 1 0 0 0 0 
597.3 0 0 0 0 1 
candor 0 1 0 0 0 
houdstermaatschappij 0 0 0 1 0 
3,275,225 0 1 0 0 0 
3.95p 0 0 0 0 1 
0.051675 0 0 0 0 1 
4,163,006 0 0 0 0 1 
wessanen' 0 0 0 0 1 
loath 0 0 1 0 0 
76-1/8 0 0 0 0 1 
282,998 0 0 0 0 1 
2,541,967 0 0 0 0 1 
sime 0 0 0 0 1 
elyria 0 0 0 1 0 
2.875 0 1 0 0 0 
84,694 0 0 1 0 0 
end-invest 0 0 0 0 1 
dior 0 0 0 0 1 
529.7 0 0 0 0 1 
315,763 0 0 0 0 1 
2,446,100 0 0 0 0 1 
eastcan 0 0 0 0 1 
18.62 1 0 0 0 0 
2,506,250 0 0 0 0 1 
391.7 0 0 0 0 1 
18,335 0 1 0 0 0 
centrifug 0 0 0 1 0 
vicorp 0 0 0 0 1 
22nd 0 0 0 0 1 
alcoa 0 0 0 1 0 
buti 0 0 0 0 1 
previoiu 0 0 0 0 1 
quad 0 0 0 0 1 
124,380 0 0 0 0 1 
3053.15 1 0 0 0 0 
10,282,353 0 0 0 0 1 
796.24 0 0 0 0 1 
3,006,s302 0 0 0 0 1 
tokepa 0 0 0 1 0 
yonn 0 0 0 0 1 
481,372 0 0 0 0 1 
666,319 0 0 0 0 1 
milliyet 1 0 0 0 0 
8,793,000 0 0 0 0 1 
219,593 0 0 0 0 1 
80th 0 0 0 0 1 
20/64 1 0 0 0 0 
6,371,092 0 0 0 0 1 
2,980,247 0 0 0 0 1 
amrf 0 0 0 1 0 
5.68 0 0 0 0 1 
faciliti 0 0 0 1 0 
cred 0 0 0 0 1 
uncoat 0 0 0 1 0 
petrolera 1 0 0 0 0 
hambro 0 0 0 1 0 
19.15 0 0 0 0 1 
1.503 0 0 1 0 0 
4,261,000 0 0 0 0 1 
513,000 0 0 0 0 1 
gfs.a 0 0 0 0 1 
148.15 0 0 0 0 1 
re-establish 1 0 0 0 0 
sorri 0 1 0 0 0 
issam 0 0 0 1 0 
coron 0 0 0 1 0 
382,014 0 0 0 0 1 
iac' 0 1 0 0 0 
cat 0 0 0 0 1 
7,156,000 0 0 0 0 1 
corporacion 1 0 0 0 0 
7,005,000 0 0 0 0 1 
mmft 0 0 0 1 0 
4,404,000 0 0 0 0 1 
interalumina 0 0 0 0 1 
1,205.2 0 0 0 0 1 
215.9 0 0 0 0 1 
health-mor 0 0 0 0 1 
rigg 0 0 0 0 1 
politically-inhibit 0 0 1 0 0 
tirework 0 0 0 0 1 
antwerp-hamburg 0 1 0 0 0 
mmac 0 0 0 0 1 
refloat 1 0 0 0 0 
rift 0 0 1 0 0 
wean 0 0 0 0 1 
nstc.t 0 0 0 0 1 
985,000 0 0 0 0 1 
2,879,000 0 0 0 0 1 
26,661,770 0 0 0 0 1 
bennigan' 0 0 0 0 1 
6.09425 0 0 1 0 0 
27,662 0 1 0 0 0 
9,800,000 0 0 0 0 1 
wo 0 0 0 1 0 
boi 0 0 0 0 1 
cincinnati-bas 0 0 0 1 0 
greenwel 0 0 1 0 0 
1,060,848 0 0 0 0 1 
jmbr 0 0 0 0 1 
saxif 0 0 0 0 1 
2,804,752 0 0 0 0 1 
stabal 0 0 1 0 0 
128,141 0 0 0 0 1 
1,424,000 0 0 0 0 1 
amsterdam' 0 0 0 1 0 
116,554 0 0 0 1 0 
221,376 0 0 0 0 1 
operationg 0 0 0 0 1 
1980-86 0 1 0 0 0 
gsw 0 0 0 0 1 
capitalist 0 1 0 0 0 
399.62 0 0 0 0 1 
house-pass 0 1 0 0 0 
trap 0 0 1 0 0 
501,537 0 0 0 0 1 
575,859 0 0 0 1 0 
pbpf.pa 0 0 0 0 1 
hongshan 0 0 0 0 1 
358.1 0 0 0 0 1 
1,107,000 0 0 0 0 1 
gemc 0 0 0 0 1 
3,282,478 0 0 0 0 1 
escondida 0 0 0 1 0 
dts' 0 0 0 1 0 
archipelago 0 1 0 0 0 
7,241,000 0 0 0 0 1 
1,173,000 0 0 0 0 1 
24.49 0 0 1 0 0 
783,564 0 0 0 0 1 
3,556,000 0 0 0 0 1 
txln 0 0 0 0 1 
stomach 0 0 1 0 0 
1,441,000 0 0 0 0 1 
6,492,000 0 0 0 0 1 
eric 0 0 0 1 0 
4,955,000 0 0 0 0 1 
unfold 0 0 0 1 0 
raut 0 0 0 0 1 
surgeon 0 0 0 1 0 
conad 0 0 0 1 0 
292,014 0 0 0 0 1 
sme 0 0 0 1 0 
home-countri 1 0 0 0 0 
reappoint 0 0 1 0 0 
4,639,000 0 0 0 0 1 
headquartera 0 0 0 1 0 
528p 0 0 0 1 0 
pana. 0 0 0 1 0 
mln-dlr 0 0 0 1 0 
icpyy 0 0 0 0 1 
72.39 0 0 0 0 1 
multipli 0 0 1 0 0 
19,163 0 0 0 0 1 
ictm 0 0 0 0 1 
low-pric 0 0 0 0 1 
may-oct 0 1 0 0 0 
compania 0 1 0 0 0 
4.04 0 0 0 0 1 
2.330 0 0 0 0 1 
1,351,000 0 0 0 0 1 
1.7820/30 0 0 1 0 0 
nation: 1 0 0 0 0 
over-th 0 0 0 1 0 
mechtron 0 0 0 0 1 
3,307,000 0 0 0 0 1 
luck 0 0 0 0 1 
arvin' 0 0 0 0 1 
3,457,000 0 0 0 0 1 
cdni 0 0 0 0 1 
equivil 0 0 0 1 0 
8,834,000 0 0 0 0 1 
