72789 73007 95324 190881 208676 
boddington 0 0 0 0 5 
financier 0 0 0 3 2 
eli 0 0 0 5 0 
taikoo 0 0 0 0 5 
hog 2 1 0 2 0 
28.3 0 0 0 0 5 
amcor 0 0 0 5 0 
sacrific 4 0 1 0 0 
kloeckner 0 0 0 0 5 
ride 0 0 3 0 2 
legitim 2 1 0 2 0 
schweizerisch 0 0 0 0 5 
synergi 0 0 0 5 0 
nervous 0 0 5 0 0 
belg 0 2 0 0 3 
anthoni 0 0 1 2 2 
contin 2 3 0 0 0 
4,077,000 0 0 0 0 5 
portsmouth 0 0 0 5 0 
corazon 0 0 0 5 0 
citroen 0 0 0 0 5 
cag 0 0 0 3 2 
117 1 0 1 0 3 
boreali 0 0 0 5 0 
mediq 0 0 0 5 0 
clg 0 0 0 3 2 
selz 0 0 0 0 5 
amsouth 0 0 0 5 0 
norddeutsch 0 0 0 5 0 
9.3 1 0 0 1 3 
bloch 0 0 0 0 5 
cts' 0 0 0 5 0 
morrison 0 0 0 2 3 
stimulu 1 0 4 0 0 
surpass 0 3 0 0 2 
4.81 1 1 0 0 3 
51.7 0 0 0 0 5 
avaq 0 0 0 5 0 
indebted 0 1 0 3 1 
biscuit 0 0 0 1 4 
iml 0 0 0 5 0 
eaux 0 0 0 1 4 
peru' 0 1 4 0 0 
52-week 1 0 0 2 2 
alleghney 0 0 0 5 0 
convey 0 2 0 3 0 
petrosur 0 0 0 5 0 
choke 5 0 0 0 0 
redstone' 0 0 0 5 0 
ameron 0 0 0 3 2 
spar 0 0 0 0 5 
right' 0 0 0 2 3 
lull 4 0 1 0 0 
unwant 0 0 0 5 0 
co-ordin 2 1 2 0 0 
mannesmann' 0 0 0 1 4 
73.1 0 0 0 0 5 
370,000 0 0 0 0 5 
centel 0 0 0 1 4 
72.3 0 0 0 2 3 
harwood 0 0 5 0 0 
krung 0 0 0 5 0 
470 1 1 0 0 3 
37.0 0 0 0 0 5 
ag. 0 0 0 2 3 
parcel 0 0 0 5 0 
danah 0 0 0 0 5 
cane 0 5 0 0 0 
invok 0 0 4 1 0 
hawk 3 0 0 2 0 
2.06 0 2 0 1 2 
caught 1 0 2 1 1 
mexicano 5 0 0 0 0 
m3 0 0 5 0 0 
35.6 0 0 0 0 5 
1-1/4 0 0 2 2 1 
world-wid 0 0 1 2 2 
ericsson 0 0 0 5 0 
lamborghini 0 0 0 5 0 
lennox 0 0 0 0 5 
chri 0 0 4 1 0 
horn 0 0 0 3 2 
3.18 1 0 0 0 4 
fnv 0 5 0 0 0 
52.6 1 0 0 0 4 
indemnifi 0 0 0 3 2 
lodg 1 2 0 2 0 
ta 0 0 0 1 4 
prepay 0 0 1 2 2 
inflationari 0 0 5 0 0 
scrip 0 0 0 2 3 
camp 1 0 0 4 0 
33.4 0 0 0 0 5 
hagu 3 2 0 0 0 
reincorpor 0 0 0 3 2 
seax 0 0 0 5 0 
interfirst 0 0 0 1 4 
directors' 0 0 0 1 4 
montana 1 1 0 1 2 
equilibrium 0 1 4 0 0 
groceri 0 0 0 3 2 
4.10 0 0 0 0 5 
salina 5 0 0 0 0 
143,000 0 4 0 0 1 
hazard 0 0 0 4 1 
barclay 0 0 2 2 1 
rite 0 0 0 4 1 
trilog 0 0 0 5 0 
ffmc 0 0 0 4 1 
door-to-door 0 0 0 5 0 
2.56 0 0 0 0 5 
2.46 0 0 0 0 5 
47.9 0 0 0 0 5 
quito 5 0 0 0 0 
fesharaki 5 0 0 0 0 
lessor 0 0 0 3 2 
sat 0 0 0 5 0 
joint-ventur 1 0 1 0 3 
dome' 0 0 0 3 2 
530,000 0 1 0 1 3 
peavey 0 5 0 0 0 
su 0 0 2 3 0 
chi-chi' 0 0 0 0 5 
122,000 0 2 0 0 3 
devis 2 0 2 1 0 
5/8 0 0 1 3 1 
mapl 0 0 0 5 0 
orlean 0 5 0 0 0 
asia-pacif 2 1 2 0 0 
2.57 0 1 0 0 4 
1.92 0 1 0 0 4 
varian 0 0 0 5 0 
mixtur 0 0 3 2 0 
milan 0 0 0 5 0 
biffex 0 5 0 0 0 
carniv 0 0 5 0 0 
association' 2 2 1 0 0 
bern 5 0 0 0 0 
sheehi 0 0 0 0 5 
ln 0 0 0 0 5 
accu-weath 0 5 0 0 0 
1,700,000 0 0 0 2 3 
acm 0 0 0 5 0 
sovereignti 1 0 4 0 0 
dissemin 0 0 0 5 0 
unemploy 0 1 4 0 0 
confeder 1 0 2 2 0 
unlist 0 0 0 4 1 
eduardo 0 0 0 5 0 
vorm 0 5 0 0 0 
n 0 0 0 2 3 
51.2 0 0 0 2 3 
trademark 0 0 0 4 1 
mhc 0 0 0 3 2 
homestead 0 0 0 0 5 
centurion 0 0 0 5 0 
coleman 0 0 0 0 5 
52.5 0 0 0 0 5 
four-week 0 5 0 0 0 
102.2 0 0 1 0 4 
solar 0 0 0 4 1 
tampa 0 0 0 5 0 
gleason 0 0 0 5 0 
2.16 1 0 0 0 4 
compact 1 0 0 2 2 
38.8 0 1 0 0 4 
5.02 0 1 0 0 4 
ferdinand 0 0 0 5 0 
north-west 0 0 0 2 3 
bhp' 0 0 0 2 3 
alex 0 0 0 3 2 
cme 0 0 5 0 0 
226 0 0 2 0 3 
offshoot 2 0 0 2 1 
pollut 0 0 0 1 4 
administ 1 0 0 2 2 
appleton 0 0 0 4 1 
u.k.' 0 0 2 3 0 
chip 0 0 0 4 1 
philippines' 0 0 0 5 0 
68.5 0 0 0 0 5 
overdu 0 0 0 1 4 
r.i. 0 0 0 5 0 
pancanadian 5 0 0 0 0 
pit 0 2 2 1 0 
astra 0 0 0 5 0 
dorsey 0 0 0 5 0 
detroit 0 0 0 4 1 
amazon 5 0 0 0 0 
woolworth' 0 0 0 2 3 
walbro 0 0 0 0 5 
490,000 0 0 0 0 5 
pronounc 3 1 0 0 1 
inclin 2 0 3 0 0 
devast 1 2 1 0 1 
london' 0 0 1 3 1 
151,000 0 1 0 0 4 
bramalea 0 0 0 3 2 
2.22 0 0 0 1 4 
redress 0 0 5 0 0 
33.2 0 0 0 0 5 
bcom.l 0 0 0 5 0 
shirt 0 0 0 5 0 
enquiri 1 1 2 1 0 
hawkin 0 0 0 5 0 
impair 0 3 0 0 2 
384,000 0 0 0 0 5 
ranger 5 0 0 0 0 
underpin 0 2 2 0 1 
mid-1988 1 0 3 1 0 
aground 1 4 0 0 0 
honour 3 1 0 1 0 
submiss 1 3 0 1 0 
70.1 0 0 0 0 5 
3.42 0 0 0 1 4 
rotat 0 4 0 1 0 
bv 0 0 0 5 0 
polyest 0 0 0 0 5 
ineffect 0 0 4 1 0 
60.8 0 0 0 0 5 
47.3 0 0 0 0 5 
novel 0 0 0 0 5 
59.8 1 0 0 1 3 
braverman 0 0 5 0 0 
databas 0 0 0 4 1 
280 1 0 1 2 1 
lyle 0 0 0 5 0 
mobil' 4 0 0 1 0 
ministeri 2 2 0 1 0 
murphi 4 0 0 0 1 
erupt 4 0 0 1 0 
norrel 0 0 0 5 0 
bilion 1 0 0 1 3 
17.25 2 2 0 0 1 
california-bas 0 0 0 5 0 
1981/82 0 5 0 0 0 
adapt 0 1 3 1 0 
slope 5 0 0 0 0 
jenrett 0 0 1 3 1 
tsco.l 0 0 0 4 1 
785,000 0 0 0 1 4 
marriott 0 0 0 5 0 
3.06 0 1 0 1 3 
sugarcan 0 5 0 0 0 
10,572,402 0 5 0 0 0 
exhibit 0 0 2 2 1 
carpet 0 0 0 3 2 
uaw 0 0 0 5 0 
173 0 1 1 3 0 
stow 0 2 0 3 0 
wealthi 1 0 0 4 0 
clausen 0 0 0 0 5 
cyanamid 0 0 0 3 2 
34.6 0 0 0 0 5 
wtd 0 0 0 3 2 
rugbi 0 0 0 0 5 
underground 3 0 0 2 0 
lasmo 1 0 0 0 4 
michel 0 0 3 1 1 
unitel 0 0 0 5 0 
3.65 1 0 0 0 4 
enact 1 2 1 1 0 
crash 3 0 2 0 0 
sismik 5 0 0 0 0 
mccormack 0 0 0 5 0 
linear 0 0 0 0 5 
demonstr 1 1 1 2 0 
430 0 0 1 1 3 
insituform 0 0 0 4 1 
99.9 0 1 0 0 4 
bergsten 0 0 5 0 0 
26.8 0 1 0 0 4 
anova 0 0 0 0 5 
sumner 0 0 0 5 0 
o'neil 0 0 3 2 0 
hambrecht 0 0 0 5 0 
wilshir 0 0 0 5 0 
albani 0 0 0 5 0 
klm.a 0 0 0 5 0 
j.p. 0 0 0 0 5 
mlx 0 0 0 4 1 
archer 0 5 0 0 0 
recept 0 1 1 2 1 
gibb 0 0 0 2 3 
aquino 0 0 0 5 0 
vtx 0 0 0 3 2 
phh 0 0 0 3 2 
380,000 2 1 0 2 0 
mlc 1 0 0 1 3 
renegoti 0 0 2 2 1 
nic 0 0 5 0 0 
borman' 0 0 0 3 2 
lone 0 1 0 4 0 
steinhardt 0 0 0 5 0 
lebanon 1 0 2 0 2 
shearson' 0 0 0 5 0 
asbestec 0 0 0 3 2 
macmillan 1 0 0 0 4 
interf 1 0 0 4 0 
exchange' 1 3 1 0 0 
hertz 0 5 0 0 0 
125.6 0 0 0 0 5 
56.2 0 0 0 1 4 
unrealist 0 1 4 0 0 
seizer 0 0 0 5 0 
hex 0 0 0 1 4 
fe' 0 0 0 5 0 
ft-se 0 0 5 0 0 
counterproduct 0 0 5 0 0 
bois 0 0 0 5 0 
waterman 0 0 0 5 0 
nanc 5 0 0 0 0 
4,350,000 0 0 0 0 5 
analyz 0 0 0 4 1 
edibl 0 5 0 0 0 
fo 4 0 0 0 1 
unaudit 1 0 0 0 4 
mcdowel 0 0 0 5 0 
subpoena 0 0 0 5 0 
electro 0 0 0 0 5 
subproduct 0 5 0 0 0 
68.2 0 0 0 0 5 
6-1/2 1 0 2 1 1 
craig 0 0 3 2 0 
2.92 0 1 0 0 4 
pglo.a 0 0 0 5 0 
205 0 0 2 1 2 
idc 0 0 0 5 0 
45.5 0 0 0 0 5 
479 0 0 0 0 5 
baseless 5 0 0 0 0 
27.7 0 1 2 0 2 
pye 0 3 0 2 0 
southland 5 0 0 0 0 
32.1 0 0 0 0 5 
al-chalabi 5 0 0 0 0 
42.0 0 0 1 0 4 
tourist 0 0 3 0 2 
non 0 1 0 1 3 
129.9 0 0 0 1 4 
seidman 0 0 0 0 5 
frederick 0 0 0 0 5 
community' 0 4 0 1 0 
measurex 0 0 0 4 1 
kirnan 0 0 0 1 4 
willcox 0 0 0 3 2 
tonka 0 0 0 0 5 
guillaum 0 5 0 0 0 
dormant 0 5 0 0 0 
killearn 0 0 0 4 1 
ncr 0 0 0 0 5 
refriger 0 0 0 3 2 
61.8 0 1 0 0 4 
144.70 0 0 5 0 0 
marlin 5 0 0 0 0 
barrick 0 0 0 5 0 
freeport-mcmoran 0 0 0 1 4 
104,000 0 3 0 0 2 
gnb 0 0 0 5 0 
yu 0 0 5 0 0 
65.9 0 0 0 0 5 
tricentrol 1 0 0 0 4 
mcandrew 0 0 0 5 0 
campeau 0 0 0 5 0 
wessanen 0 0 0 0 5 
ci 0 0 0 3 2 
21.95 4 0 1 0 0 
rosewood 0 0 0 5 0 
trident 0 0 0 5 0 
165,000 0 0 0 1 4 
noaa 0 5 0 0 0 
shing 0 0 0 0 5 
5.75 0 2 1 2 0 
plant' 0 0 0 1 4 
janeiro 5 0 0 0 0 
wellemey 5 0 0 0 0 
hardli 0 0 5 0 0 
people' 0 5 0 0 0 
csr' 0 0 0 5 0 
fault 1 1 3 0 0 
mf 0 0 0 0 5 
2.34 0 1 0 1 3 
mcdermott 1 0 0 4 0 
skanska 0 0 0 5 0 
813.0 0 0 0 0 5 
proportion 0 0 0 1 4 
germain 0 0 1 4 0 
regent 0 0 0 5 0 
6,700,000 0 0 0 1 4 
accomplish 0 0 0 5 0 
proxmir 0 0 1 4 0 
balladur 0 0 2 3 0 
cominco 0 0 0 3 2 
gsx 0 0 0 0 5 
radiat 0 0 1 3 1 
ccr 0 0 0 0 5 
underwood 0 0 0 4 1 
6.25 0 0 1 3 1 
csra. 0 0 0 5 0 
mge 0 5 0 0 0 
vertex 0 0 0 4 1 
beaver 0 0 0 5 0 
henan 0 5 0 0 0 
2,200,000 0 0 0 1 4 
1.68 0 1 1 1 2 
fetch 1 0 0 4 0 
barker 0 0 0 5 0 
transpond 0 0 0 0 5 
dept 0 1 2 0 2 
classifi 0 0 0 1 4 
12.75 0 0 0 1 4 
377,000 0 0 0 1 4 
45.3 0 0 0 1 4 
60.7 0 1 0 0 4 
note:1987 0 0 0 0 5 
belgrad 0 5 0 0 0 
moin 0 1 0 2 2 
52.1 0 0 2 0 3 
schultz 0 4 0 1 0 
older 0 2 0 1 2 
architectur 0 1 0 3 1 
56.0 0 2 1 0 2 
northeastern 1 0 0 4 0 
undevelop 3 0 0 1 1 
poehl' 0 0 5 0 0 
142 0 0 1 0 4 
44.7 0 0 0 0 5 
re-open 1 0 2 1 1 
finland' 0 0 2 2 1 
erc 0 0 0 5 0 
nilsson 0 0 0 5 0 
saskatchewan 3 0 0 2 0 
2.89 3 0 0 0 2 
17.85 5 0 0 0 0 
isda 0 0 5 0 0 
580,000 0 0 0 0 5 
leaseway 0 0 0 3 2 
division' 0 0 0 3 2 
lufkin 0 0 1 3 1 
upset 0 1 3 1 0 
28.0 0 0 0 0 5 
2.98 0 3 1 1 0 
bold 2 0 0 2 1 
countervail 0 5 0 0 0 
pensacola 0 0 0 5 0 
nikko 0 0 5 0 0 
speaker 4 0 0 1 0 
heaviest 0 5 0 0 0 
tandi 0 0 0 2 3 
montagu 0 0 1 4 0 
handler 0 5 0 0 0 
europharmaceut 0 0 0 5 0 
winthrop 0 0 0 3 2 
784,000 0 0 0 0 5 
r 0 0 0 2 3 
beeba' 0 0 0 5 0 
companies' 0 0 0 5 0 
bnr 0 0 0 5 0 
132.4 0 0 0 0 5 
christoph 0 1 0 3 1 
unwil 2 0 2 0 1 
end-februari 0 0 3 1 1 
vancouv 0 0 0 2 3 
65.3 0 1 0 0 4 
35.0 0 0 1 0 4 
spain' 2 0 2 1 0 
0.9 1 1 1 0 2 
chung 0 0 5 0 0 
rebuf 0 1 0 4 0 
ich 0 0 0 0 5 
mulroney 0 0 0 5 0 
coleco 0 0 0 0 5 
56.1 0 0 0 0 5 
schlang 0 0 0 5 0 
centerr 0 0 0 5 0 
1100 1 0 2 2 0 
multiyear 0 4 0 1 0 
twa. 0 0 0 5 0 
sierra 0 0 0 1 4 
sanction 1 1 1 1 1 
geotherm 0 0 0 0 5 
1300 0 1 3 1 0 
606,000 0 0 0 0 5 
0.7 0 0 1 1 3 
korea' 0 1 4 0 0 
952,000 0 1 0 0 4 
twelv 0 0 1 0 4 
104 0 0 3 1 1 
rada 0 0 0 3 2 
propan 0 0 0 5 0 
deep 2 1 2 0 0 
egyptian 2 1 2 0 0 
parsow 0 0 0 5 0 
scottish 2 0 0 0 3 
sword 0 0 0 5 0 
3.35 0 0 0 0 5 
national' 0 0 0 5 0 
40.3 1 0 0 0 4 
oapec 5 0 0 0 0 
48.9 0 0 0 0 5 
14,000 1 1 0 0 3 
pesch' 0 0 0 5 0 
61.7 0 0 0 0 5 
kuranari 0 0 5 0 0 
clorox 0 0 0 5 0 
16.15 1 2 0 0 2 
953 0 0 0 0 5 
halv 0 1 0 2 2 
eaf 0 0 0 5 0 
360,000 2 1 0 0 2 
951,000 0 0 0 0 5 
telxon 0 0 0 0 5 
penobscot 0 0 0 4 1 
jewelmast 0 0 0 0 5 
2.21 0 0 0 0 5 
fertil 0 3 0 1 1 
jude 0 0 0 0 5 
38.2 0 0 0 0 5 
alden 0 0 0 2 3 
rude 0 0 5 0 0 
hughes' 1 0 0 4 0 
tricil 0 0 0 3 2 
quixot 0 0 0 5 0 
take-ov 0 0 0 2 3 
124 1 4 0 0 0 
gestur 0 1 2 0 2 
con 0 0 0 2 3 
41.9 0 0 0 1 4 
taqi 5 0 0 0 0 
andrea 5 0 0 0 0 
185,000 1 0 0 0 4 
wipe 0 0 1 0 4 
gordon 0 0 0 5 0 
3.41 1 0 0 0 4 
102 2 0 0 3 0 
57.6 0 0 0 4 1 
apt 0 0 0 5 0 
gerald 0 0 0 3 2 
goldendal 0 0 0 0 5 
uneconom 3 0 0 0 2 
exco 0 0 0 5 0 
altex 0 0 0 4 1 
nabisco 0 0 0 5 0 
30.9 0 0 0 0 5 
326 3 0 1 0 1 
diablo 0 0 0 3 2 
dba 0 0 0 5 0 
83,000 0 1 0 0 4 
influenti 1 1 2 1 0 
buoy 0 0 3 1 1 
marietta 0 0 0 4 1 
sea-land 0 0 0 3 2 
manila 0 0 0 5 0 
cronu 0 0 0 4 1 
eurobond 0 0 4 1 0 
amt 0 0 0 0 5 
mcgill 0 0 0 5 0 
gel 0 0 0 3 2 
captur 0 2 1 0 2 
polic 4 1 0 0 0 
59.3 0 0 0 2 3 
195,000 0 0 0 1 4 
ankara 5 0 0 0 0 
export-import 2 0 3 0 0 
tietmey 0 0 5 0 0 
bro 0 0 0 5 0 
lusinchi 5 0 0 0 0 
copi 0 0 0 4 1 
ray 0 0 2 0 3 
oy 0 0 0 4 1 
xp 0 0 0 5 0 
108,000 0 0 0 0 5 
weiss 0 0 0 1 4 
28.8 0 0 0 0 5 
1,730,000 0 0 0 0 5 
row' 0 0 0 5 0 
polaroid' 0 0 0 4 1 
herstatt 0 0 5 0 0 
mize 0 0 0 5 0 
30-day 0 0 2 3 0 
mcfarland 0 0 0 5 0 
foresaw 0 0 1 3 1 
43.7 0 0 0 0 5 
carrol 1 1 0 3 0 
lm 0 0 0 3 2 
noverco 0 0 0 5 0 
1,815,000 0 0 0 0 5 
liu 1 0 0 0 4 
shipyard 0 0 0 0 5 
46.6 1 1 0 0 3 
krenzler 0 5 0 0 0 
petrominer 0 0 0 5 0 
bi 0 0 2 1 2 
ropak 0 0 0 4 1 
procur 0 0 2 1 2 
191 0 0 2 0 3 
hinder 2 0 1 1 1 
robertson 0 0 0 5 0 
mercal 5 0 0 0 0 
hgca 0 5 0 0 0 
53.7 0 0 1 0 4 
rebuild 0 1 0 4 0 
ps 0 0 0 4 1 
egypt' 2 1 2 0 0 
creditanstalt 0 0 1 1 3 
157 0 1 0 0 4 
bowl 0 0 0 0 5 
naturalit 0 0 0 5 0 
magnitud 1 0 0 1 3 
teleglob 0 0 0 5 0 
tenn. 0 0 0 3 2 
safe 2 0 1 1 1 
suspect 1 0 1 3 0 
wrather 0 0 0 4 1 
242 0 1 2 1 1 
10-day 0 0 3 2 0 
ben 0 0 0 1 4 
abdul-aziz 5 0 0 0 0 
cgct. 0 0 0 5 0 
65.0 0 0 0 0 5 
reinsur 0 0 0 2 3 
98.3 0 0 0 1 4 
5,500,000 0 0 0 0 5 
yergin 5 0 0 0 0 
gwf 0 0 0 5 0 
25.8 0 1 0 1 3 
pagex 0 0 0 5 0 
palomino 0 0 0 5 0 
prudential-bach 0 0 0 3 2 
edouard 0 0 2 3 0 
piec 0 0 0 4 1 
60.50 0 0 0 3 2 
jamesway 0 0 0 0 5 
furman 0 0 0 0 5 
carlo 3 0 0 2 0 
der 0 5 0 0 0 
style 1 0 1 2 1 
tokheim 0 0 0 0 5 
50.5 0 0 2 1 2 
55.8 1 1 0 1 2 
takefman 0 0 0 0 5 
straight 1 1 0 1 2 
washington' 0 0 5 0 0 
wonder 1 0 0 2 2 
gobert 2 0 0 3 0 
richmond 0 0 2 3 0 
cost-cut 0 0 0 0 5 
reconsider 0 0 0 5 0 
204,000 0 0 0 1 4 
mti 0 0 5 0 0 
pest 0 5 0 0 0 
validli 0 0 0 5 0 
36.9 1 0 1 0 3 
6.5p 0 0 0 0 5 
sulpetro 0 0 0 0 5 
2,400,000 0 0 0 2 3 
hancock 0 0 0 5 0 
ail 2 0 0 3 0 
foothil 0 0 0 0 5 
government-own 0 1 2 1 1 
provinci 0 1 0 3 1 
920,000 0 2 0 0 3 
swissair 0 0 0 0 5 
ech 0 0 0 2 3 
tanzania 0 5 0 0 0 
csp 0 0 0 2 3 
foresman 0 0 0 0 5 
odger 0 0 0 0 5 
37.2 0 0 0 0 5 
knutson 0 0 0 0 5 
50.9 0 0 0 0 5 
1984/85 0 3 0 0 2 
throw 0 0 3 1 1 
theme 0 0 1 4 0 
37-1/2 0 0 0 0 5 
smooth 0 1 4 0 0 
merit 0 1 0 4 0 
iran-iraq 5 0 0 0 0 
whitehal 3 0 0 1 1 
60.0 0 1 1 0 3 
352,000 0 0 0 0 5 
tokyo' 0 0 4 1 0 
dunn 1 0 2 2 0 
mrc 0 0 0 1 4 
ek 0 0 0 4 1 
2.91 2 1 1 0 1 
pretti 1 3 1 0 0 
telephoniqu 0 0 0 5 0 
explan 1 0 0 4 0 
tofutti 0 0 0 0 5 
quantech 0 0 0 0 5 
al-bukhoosh 5 0 0 0 0 
moni 0 0 0 4 1 
emerson 0 0 0 2 3 
gt 1 0 0 2 2 
30.4 0 0 0 3 2 
baghdad 5 0 0 0 0 
3.37 1 1 0 0 3 
2.18 0 1 0 1 3 
platinum 2 0 0 3 0 
stuttgart 0 0 0 0 5 
hal 1 0 0 3 1 
gerhard 0 0 3 1 1 
2.44 0 0 0 0 5 
bbc 2 0 0 0 3 
rrt 5 0 0 0 0 
schmidt-chiari 0 0 0 0 5 
sheppard 0 0 0 4 1 
59.1 0 1 0 0 4 
refug 5 0 0 0 0 
benetton 0 0 0 5 0 
messag 0 3 1 0 1 
bfg 0 0 0 0 5 
54.6 0 0 0 0 5 
recipi 2 2 0 0 1 
27,000 0 3 0 0 2 
shc 5 0 0 0 0 
riyadh 4 0 1 0 0 
mickelberri 0 0 0 3 2 
witter 1 0 1 2 1 
4.90 0 4 0 0 1 
1.84 0 1 0 0 4 
dinner 0 1 2 2 0 
137 1 0 0 2 2 
indian 3 0 0 2 0 
automak 0 0 0 3 2 
invacar 0 0 0 0 5 
35.2 0 0 0 1 4 
efp 5 0 0 0 0 
151 1 0 1 3 0 
amb 0 0 0 0 5 
detect 1 1 2 1 0 
weatherford 0 0 0 0 5 
baltimor 0 1 0 3 1 
player 0 0 0 2 3 
ordnanc 0 0 0 5 0 
newslett 2 3 0 0 0 
52.9 1 0 1 0 3 
nowak 1 0 0 0 4 
wluk.l 0 0 0 3 2 
confin 2 0 1 0 2 
algerian 4 1 0 0 0 
express' 0 0 0 5 0 
berisford 0 0 0 4 1 
fibergla 0 0 0 5 0 
ivaco 0 0 0 0 5 
76,000 0 0 0 1 4 
luckey 0 0 0 1 4 
kahn 0 4 0 1 0 
gaug 0 2 3 0 0 
347,000 0 0 0 2 3 
greas 0 0 0 4 1 
bob 1 3 0 1 0 
disincent 3 0 0 2 0 
9.27 0 0 1 0 4 
fermenta 0 0 0 5 0 
intercontinent 0 0 0 5 0 
foothold 1 0 0 4 0 
robbin 0 2 0 1 2 
301,000 0 0 0 0 5 
182.2 0 0 0 0 5 
82.2 0 0 1 0 4 
maritim 2 0 0 3 0 
bilater 1 1 2 1 0 
graven 5 0 0 0 0 
destock 5 0 0 0 0 
15.25 4 0 0 0 1 
vernell' 0 0 0 5 0 
prat 0 0 0 5 0 
ralph 0 4 0 0 1 
panamanian 0 2 0 3 0 
211,000 0 0 0 0 5 
california' 5 0 0 0 0 
248,000 0 1 0 0 4 
similarli 1 1 1 2 0 
herbert 0 0 1 1 3 
rowntre 0 0 0 0 5 
dravo 0 0 0 0 4 
one-hundredth 0 0 0 3 1 
mid-year 0 1 0 1 2 
month-long 3 0 0 1 0 
consolidated-bathurst 0 0 0 0 4 
hackl 0 0 0 0 4 
steak 0 0 0 1 3 
end-septemb 0 0 1 3 0 
3,500 1 1 0 2 0 
burst 1 0 2 0 1 
meredith 0 0 0 0 4 
monsod 0 0 4 0 0 
174.1 0 0 0 0 4 
mh 0 0 0 4 0 
joist 0 0 0 4 0 
maxxam 0 0 0 3 1 
seiz 0 0 1 3 0 
variat 0 0 2 2 0 
sahlen 0 0 0 4 0 
soften 0 0 3 0 1 
toronto-bas 0 0 0 2 2 
759 0 0 1 0 3 
schutz 0 0 0 0 4 
4.78 0 1 0 0 3 
legalis 0 0 4 0 0 
milton 0 2 0 0 2 
contributor 0 0 0 0 4 
416 0 3 1 0 0 
52,500 0 4 0 0 0 
tgt 2 0 0 2 0 
benbow 4 0 0 0 0 
mathew 0 0 0 4 0 
flick 0 0 0 0 4 
guy 0 0 0 4 0 
architect 2 0 1 0 1 
1.98 0 0 0 1 3 
multivest 0 0 0 4 0 
121.4 0 0 0 0 4 
a.h. 0 0 0 0 4 
110.1 0 0 0 0 4 
oakleaf 0 0 0 4 0 
341 1 1 0 0 2 
flaw 3 1 0 0 0 
metromedia 0 0 0 3 1 
rpt 0 0 0 0 4 
gari 1 0 0 3 0 
31.4 0 0 0 0 4 
140.0 0 0 0 0 4 
employers' 0 1 3 0 0 
1400 1 1 1 1 0 
lvi 0 0 0 0 4 
62.1 0 0 0 0 4 
forg 0 0 2 1 1 
adsteam' 0 0 0 1 3 
upsid 0 0 4 0 0 
inappropri 0 1 1 1 1 
monod 0 0 0 0 4 
lyonnais 0 0 0 0 4 
stangeland 0 4 0 0 0 
84.4 0 0 0 0 4 
507,000 0 0 0 0 4 
glj 0 0 0 3 1 
bloedel 0 0 0 0 4 
steamship 0 0 0 2 2 
deem 1 1 0 1 1 
294,000 0 0 0 0 4 
31,000 0 2 0 0 2 
spill 4 0 0 0 0 
haltenbanken 4 0 0 0 0 
bakeri 0 0 0 2 2 
51.3 0 0 0 1 3 
plc. 0 0 0 1 3 
louge 0 0 0 4 0 
payless 0 0 0 0 4 
36.0 0 0 0 0 4 
3.43 2 0 0 0 2 
saf 3 0 0 0 1 
dayton 0 0 0 0 4 
hapag-lloyd 0 0 0 4 0 
36.8 0 0 0 0 4 
54.7 0 0 1 0 3 
105.3 0 0 0 1 3 
nbb 0 0 0 3 1 
simultan 0 1 1 1 1 
49.7 0 0 0 0 4 
amtr 0 0 0 2 2 
ducommun 0 0 0 3 1 
uic 0 0 0 3 1 
caph.hkg 0 0 0 0 4 
102.5 0 0 0 0 4 
akzo.a 0 0 0 2 2 
tabak 0 0 0 4 0 
16.00 2 0 0 0 2 
53.6 0 0 1 0 3 
fairchild' 0 0 0 4 0 
48.0 0 2 0 0 2 
comtech 0 0 0 3 1 
imo.a 4 0 0 0 0 
2.09 0 1 0 0 3 
goldom 0 0 0 3 1 
425,000 0 0 0 1 3 
732,000 0 0 0 0 4 
167 0 1 2 0 1 
1-apr-1987 2 2 0 0 0 
220,000 1 0 1 1 1 
deal' 0 0 0 4 0 
fm 0 0 0 4 0 
entr 0 4 0 0 0 
transamerican 0 0 0 3 1 
carbon 1 0 0 1 2 
le 0 0 0 3 1 
women' 0 0 1 3 0 
60.4 0 0 0 1 3 
reciproc 0 0 0 4 0 
wellhead 4 0 0 0 0 
dai-ichi 0 0 4 0 0 
josten' 0 0 0 4 0 
mem 0 0 0 0 4 
183 1 0 1 0 2 
570,000 0 0 0 0 4 
71,000 0 0 0 1 3 
leach 0 0 0 1 3 
7,300,000 0 0 0 0 4 
androsch 0 0 0 0 4 
paic 0 4 0 0 0 
hardwar 0 0 0 4 0 
forex 0 0 4 0 0 
rjr 0 0 0 4 0 
rescu 2 0 1 0 1 
delic 0 0 2 0 2 
last-minut 0 1 0 3 0 
exce 0 0 0 3 1 
mattress 0 0 0 3 1 
outstrip 0 1 2 0 1 
rough 0 3 0 0 1 
opt 1 0 2 1 0 
96.5 0 0 0 1 3 
awf 0 4 0 0 0 
therapi 0 0 0 4 0 
calif.-bas 0 0 0 3 1 
314,000 0 0 0 0 4 
autospa 0 0 0 4 0 
flatten 2 0 2 0 0 
jacobson 0 0 0 1 3 
chemlawn' 0 0 0 4 0 
oversea-chines 0 0 0 1 3 
poclain 0 0 0 0 4 
b.f. 0 0 0 2 2 
